Decade,Year,Name,Image,ImageDescription,Image2,Image3,ImageDescription2,ImageDescription3,Country1,Country2,Country3,Country4,Flag1,Flag2,Flag3,Flag4,NameOther,Tons burthen,Complement,Armament,Builder,Launched,Length,Propulsion,Laid down,Fate,Class,Sail plan,Port of registry,Namesake,Owner,In service,Out of service,Completed,Captured,Acquired,Commissioned,Honours andawards,Beam,Draught,Depth of hold,Ordered,Renamed,Decommissioned,Homeport,Type,Displacement,Draft,Range,Masts:,Foremast:,Mainmast:,Mizzenmast:,Other masts:,ClassRate
1660,1660,Kronan (ship),//upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Stora_Kronan.jpeg/300px-Stora_Kronan.jpeg,"Reconstruction by Jacob Hägg, 1909",//upload.wikimedia.org/wikipedia/commons/thumb/9/90/Swedish_Empire.svg/250px-Swedish_Empire.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/2/25/Suecia_1-013_%3B_Stockholm_fr%C3%A5n_%C3%B6ster-right_side_detail.jpg/600px-Suecia_1-013_%3B_Stockholm_fr%C3%A5n_%C3%B6ster-right_side_detail.jpg,A map of Sweden's territorial gains and losses 1560–1815. Sweden was at its peak as a Baltic power in the years thatKronanserved.,"Detail of engraving ofStockholmfromSuecia antiqua et hodiernabyErik DahlbergandWillem Swidde, printed in 1693. The view shows the Swedish capital as a bustling port, and in the foreground the peak ofKastellholmennext to the royal shipyards onSkeppsholmen.",Sweden,,,,//upload.wikimedia.org/wikipedia/commons/thumb/1/19/Naval_Ensign_of_Sweden.svg/56px-Naval_Ensign_of_Sweden.svg.png,,,, Kronan,, 500 sailors, Planned for 126 guns from 6 to 36 poundsActual armamentc.105–114guns," Francis Sheldon, Stockholm", 31 July 1668, 53\xa0m (174\xa0ft),, October 1665," Sunk at theBattle of Öland, 1 June 1676",, ship rig,, Royal crown of Sweden,,,,,,,1672,, 12.9\xa0m (42\xa0ft),,,,,,, Ship of the line," 2,300 tonnes (approximate)", 6.2–6.8\xa0m (20–22\xa0ft),,,,,,,
1780,1783,Swedish frigate Venus (1783),//upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Merkuriy_vs_Venus.jpg/300px-Merkuriy_vs_Venus.jpg,Capture of Venus,//upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Swedish_frigate_Venus_%281783%29-schematics.jpg/220px-Swedish_frigate_Venus_%281783%29-schematics.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Venus_%281783%29_RMG_J3924.jpg/220px-Venus_%281783%29_RMG_J3924.jpg,"Swedish frigate 'Venus, a schematic dated to 1789",As drawn at Sheerness Dockyard in 1799,Sweden,Russian Empire,Kingdom of Naples,,//upload.wikimedia.org/wikipedia/commons/thumb/1/19/Naval_Ensign_of_Sweden.svg/56px-Naval_Ensign_of_Sweden.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Naval_ensign_of_Russia.svg/42px-Naval_ensign_of_Russia.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_Kingdom_of_Naples_%281806-1808%29.svg/42px-Flag_of_Kingdom_of_Naples_%281806-1808%29.svg.png,, Venus(Венус),,160, 26 × 24-pounder guns14 × 6-pounder guns, Karlskrona, 19 July 1783, 128\xa0ft (39.0\xa0m) (p/p),, 31 March 1783Note, Sold to Kingdom of Naples,,,, Venus,,,1807,, 1 June 1789 by theImperial Russian Navy, c.1807,,, 32\xa0ft (9.8\xa0m),,,,,,, Bellona-class 44-gunfrigate,, 10\xa0ft (3.0\xa0m),,,,,,,
1790,1797,USS Constitution,//upload.wikimedia.org/wikipedia/commons/thumb/4/42/Map_of_Boston_and_Cambridge.png/250px-Map_of_Boston_and_Cambridge.png,Show map of BostonShow map of MassachusettsShow map of the United States,//upload.wikimedia.org/wikipedia/commons/thumb/8/82/USS_Constitution_fires_its_cannons_as_it_is_tugged_through_Boston_Harbor._%2851200023793%29_%28cropped%29.jpg/220px-USS_Constitution_fires_its_cannons_as_it_is_tugged_through_Boston_Harbor._%2851200023793%29_%28cropped%29.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/8/80/Constitution1803.jpg/220px-Constitution1803.jpg,Constitutionfires her cannons as she is tugged through Boston Harbor in 2021.,Constitutionc.1803–04,United States,,,,//upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/54px-Flag_of_the_United_States.svg.png,,,, USSConstitution,,,, Edmund Hartts Shipyard, 21 October 1797," 304\xa0ft (93\xa0m) bowsprit to spanker7or 175 feet between perpendiculars, 145 feet at the keel8207\xa0ft (63\xa0m) billet head to taffrail7175\xa0ft (53\xa0m) at waterline3",, 1 November 1794,,,,, Constitution of the United States2,,,,,,,,, 43\xa0ft 6\xa0in (13.26\xa0m),, 14\xa0ft 3\xa0in (4.34\xa0m)2, 1 March 1794, Old Constitution1917Constitution1925,, Charlestown Navy Yard3, 44-gunUnited States-class frigate," 2,200 tons5or 1,5766", 21\xa0ft (6.4\xa0m) forward23\xa0ft (7.0\xa0m) aft5,,,,,,,
1790,1797,USS United States (1797),//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/USSUnitedStates1797.jpg/300px-USSUnitedStates1797.jpg,USS United States by 1852,//upload.wikimedia.org/wikipedia/commons/thumb/9/9e/John_Barry_by_Gilbert_Stuart.jpg/220px-John_Barry_by_Gilbert_Stuart.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/0/0c/BirchBattleBetweenTheUnitedStatesAndTheMacedonian.jpg/220px-BirchBattleBetweenTheUnitedStatesAndTheMacedonian.jpg,Portrait of John Barry c. 1801,"Engagement betweenUnited StatesandMacedonianon 30 October 1812, byThomas Birch, 1813",United States,Confederate States,United States,,//upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_the_United_States_%281861-1863%29.svg/54px-Flag_of_the_United_States_%281861-1863%29.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/3/33/Naval_ensign_of_the_Confederate_States_%281863%E2%80%931865%29.svg/42px-Naval_ensign_of_the_Confederate_States_%281863%E2%80%931865%29.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Flag_of_the_United_States_%281865%E2%80%931867%29.svg/54px-Flag_of_the_United_States_%281865%E2%80%931867%29.svg.png,, USSUnited States, 1576 tons2," 400 to 600 officers, enlisted personnel and 50 Marines",, Joshua Humphreys4, 10 May 1797, 304\xa0ft (93\xa0m) bowsprit to spanker175\xa0ft (53\xa0m)between perpendiculars2, Sail,, Abandoned 20 April 1861, First class frigate5,,, United States2,,,,,, 20 April 18612,,, 43\xa0ft 6\xa0in (13.26\xa0m)2,," 14 feet, 3 inches6", 27 March 17942,,,,,, 23\xa0ft 6\xa0in (7.16\xa0m) aft2,,,,,,,Frigate
1790,1799,USS Enterprise (1799),//upload.wikimedia.org/wikipedia/commons/thumb/5/58/EnterpriseTripoli.jpg/300px-EnterpriseTripoli.jpg,Enterprise capturing Tripolitan Corsair. 1801,//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Bombardment_of_Tripoli%2C_3_August_1804.tif/lossy-page1-220px-Bombardment_of_Tripoli%2C_3_August_1804.tif.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/9/95/NavalMonument9_byAbelBowen_1838.png/300px-NavalMonument9_byAbelBowen_1838.png,"USSEnterprise(the first on the right) participating in the bombardment ofTripoli, 3 August 1804, painting byMichele Felice Cornè, 1752–1845",Engraving byAbel Bowen,United States,,,,//upload.wikimedia.org/wikipedia/commons/thumb/b/be/Flag_of_the_United_States_%281822-1836%29.svg/54px-Flag_of_the_United_States_%281822-1836%29.svg.png,,,, USSEnterprise, 165 (bm), 70 officers and enlisted, 12 × 6 pounder guns (2.7\xa0kg), Henry Spencer,1799, 84\xa0ft 7\xa0in (25.78\xa0m) 60 feet at keel,,," Lost July 9, 1823",, Schooner,,,,,,,,,,, 22\xa0ft 6\xa0in (6.86\xa0m),, 10\xa0ft (3.0\xa0m),,,,,,, 9 feet 6 inches3,,,,,,,
1610,1610,Onrust,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/54/Wpdms_aq_block_1614.jpg/170px-Wpdms_aq_block_1614.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Onrust_pier_84_jeh.jpg/170px-Onrust_pier_84_jeh.jpg,New Netherlandas charted byBlockin 1614,Onrustreplica in Manhattan forNY400in 2009.[2],,,,,,,,,,,,,,, 44.5\xa0ft (13.6\xa0m),, Winter 1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,1610,San Juan Bautista (ship),//upload.wikimedia.org/wikipedia/commons/thumb/0/02/Sanjuanbautista.jpg/300px-Sanjuanbautista.jpg,"Replica of the Japanese-built 1613 galleon San Juan Bautista, in Ishinomaki, Japan.",//upload.wikimedia.org/wikipedia/commons/thumb/5/50/1632_Cardona_Descripcion_Indias_%28117%29.jpg/220px-1632_Cardona_Descripcion_Indias_%28117%29.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/8/88/HasekuraWithShipDetail.jpg/220px-HasekuraWithShipDetail.jpg,"Nicolás de Cardona, in his 1632 report submitted to the king of Spain, included a view of the bay and city ofAcapulco, mentioning the presence of ""a ship from Japan"" (letter ""D""), probably theSan Juan Bautista(Gonoi, p53). Cardona was in Acapulco between the end of 1614 and March 21, 1615. The full legend reads:A. The ships of the expedition.B. The castle of San Diego.C. The town.D. A ship that has come from Japan.E. Los Manzanillos.F. El Grifo.[1]","TheSan Juan Bautistais represented inClaude Deruet's painting ofHasekura Tsunenagain Rome in 1617, as a galleon with Hasekura's flag (red swastika on orange background) on the topmast.",,,,,//upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/42px-Flag_of_Japan.svg.png,,,, San Juan Bautista,,180, 16 cannons, Date Masamune,1613, 55.35\xa0m (181\xa0ft 7\xa0in)o/a, 3-masted sailboat,1613, Sold to Spain April 1618,,,,,,,,,,, September 1613,, 11.25\xa0m (36\xa0ft 11\xa0in), 3.8\xa0m (12\xa0ft 6\xa0in),,,,,,, 500long tons(508\xa0t),,,,,,,,
1630,1630,HMS Sovereign of the Seas,//upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Sovereign_of_the_Seas.jpg/300px-Sovereign_of_the_Seas.jpg,"'The true portrait of His Majesty's royal ship the Sovereign of the Seas', a contemporaneous engraving by J. Payne",//upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Morgan-Drawing.jpg/220px-Morgan-Drawing.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Peter_Pett.jpg/220px-Peter_Pett.jpg,TheMorgan-DrawingbyWillem van de Velde the Younger,Pett andSovereign of the Seasshowing her gilded stern carvings depicting KingEdgaras the perceived founder of English naval strength and dominion,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, Sovereign of the Seas, 1683 tons,, 90 guns (ordered);102 guns (launched):Lower deckBroadside 20 × cannon drakes (42-pdrs)Stern chasers 4 × demi-cannon drakes (32-pdrs)Bow chasers 2 × demi-cannon drakes (32-pdrs)Luffs 2 × demi-cannon drakes (32-pdrs)Middle deckBroadside 22 × culverin drakes (18-pdrs)2 × demi-culverin drakes (9-pdrs)Stern chasers 4 × culverins (18-pdrs)Bow chasers 2 × culverins (18-pdrs)Upper deckBroadside 22 × demi-culverin drakes (9-pdrs)Stern chasers 2 × demi-culverins (9-pdrs)Bow chasers 2 × demi-culverins (9-pdrs)Quarter deck6 × demi-culverin drakes (9-pdrs)Poop deck2 × demi-culverin drakes (9-pdrs)Forecastle8 × demi-culverin drakes (9-pdrs)2 × culverin drakes (18-pdrs);90 guns (1642);100 guns (1660).," Peter Pett,Woolwich Dockyard", 13 October 1637, 127\xa0ft (39\xa0m) (keel), Sails,," Burnt, 1697", 100-gunfirst-rateship of the line, Full-rigged ship,,,,,,,,,,, 47\xa0ft 6\xa0in (14.48\xa0m),, 19\xa0ft 2\xa0in (5.84\xa0m),," Sovereign, 1651Royal Sovereign, 1660",,,,,,,,,,,,First Rate
1640,1640,Dutch ship Brederode (1644),//upload.wikimedia.org/wikipedia/commons/thumb/5/5d/De_Vlieger%2C_Brederode_off_Hellevoetsluis.jpg/300px-De_Vlieger%2C_Brederode_off_Hellevoetsluis.jpg,Brederode off Hellevoetsluis by Simon de Vlieger,//upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Witmont%2C_Battle_of_the_Gabbard.jpg/220px-Witmont%2C_Battle_of_the_Gabbard.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/2/2c/De_dood_van_Tromp%2C_1653%2C_RP-P-OB-81.811.jpg/220px-De_dood_van_Tromp%2C_1653%2C_RP-P-OB-81.811.jpg,"TheBattle of the Gabbard, 12 June 1653byHeerman Witmont, shows the Dutch flagshipBrederode (foreground left) in action.",Death of Maarten Tromp,Dutch Republic,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Statenvlag.svg/42px-Statenvlag.svg.png,,,, Brederode,,," 49-59 guns:Gundeck:4 × 36-pounders12 × 24-pounders8 × 18-poundersUpper gundeck:20 × 12-poundersQuarterdeck, Forecastle & Poop deck:10-12 × 6-pounders"," Jan Salomonszoon van den Tempel,Rotterdam",1644, 133\xa0ft 8\xa0in (40.74\xa0m), Sails,, Sunk by the Swedish shipWismarin theBattle of the Sound., 53-59 gunship of the line, Full-rigged ship,,,,,,,,,,, 32\xa0ft 6\xa0in (9.91\xa0m),, 13\xa0ft (4.0\xa0m),,,,,,,,,,,,,,Ship of the line
1640,1640,HMS Constant Warwick (1645),//upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Portrait_of_the_%27Constant_Warwick%27_RMG_PY1877.jpg/300px-Portrait_of_the_%27Constant_Warwick%27_RMG_PY1877.jpg,"The Constant Warwick, drawn by Willem van de Velde the Elder",//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Zeeslag_bij_Elba_tussen_de_Staatse_vloot_onder_Van_Galen_en_de_Engelse_vloot_onder_Badiley%2C_1652_Groot_Zee-geveght%2C_tussen_den_Holl._Heer_Com._Johan_van_Galen%2C_en_den_Eng._Com._Boddeley_den_7_Sept._1652_%28titel_op_object%2C_RP-P-OB-81.754.jpg/220px-thumbnail.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/0/01/De_tocht_van_de_Engelse_koning_Karel_II_over_de_Thames_naar_Sheerness_en_Chatham_op_27_Augustus_1681%2C_RP-T-00-360.jpg/220px-De_tocht_van_de_Engelse_koning_Karel_II_over_de_Thames_naar_Sheerness_en_Chatham_op_27_Augustus_1681%2C_RP-T-00-360.jpg,"Constant Warwickat theBattle of Elbabetween the Staatse fleet underVan Galenand the English fleet, under the command ofRichard Badileyin 1652",TheConstant Warwickon the Thames near Sheerness and Chatham with kingCharles IIon board 27 August 1681,Commonwealth of England,Kingdom of England,,,//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_The_Commonwealth.svg/35px-Flag_of_The_Commonwealth.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,, Constant Warwick, 341.25 tons, 140 in 1653150/140/115 later in career, 32 guns in 1653 and 166612 culverins (LD)12 demi-culverins (UD)10 sakers (QD)," Peter Pett I,Ratcliff",1645, 88\xa0ft (27\xa0m) (keel), Sails,, Captured by the French, 32-gunfourth-rate, ship-rigged,,,,,,, 12 July 1691, 20 January 1649,1650, Montecristo 1652Shooneveld 1673Beachy Head 1690, 27\xa0ft 0\xa0in (8.23\xa0m),, 12\xa0ft 8\xa0in (3.86\xa0m),,,,,,,,,,,,,,Fourth Rate
1640,1640,HMS Tyger,//upload.wikimedia.org/wikipedia/commons/thumb/2/20/HMS_%27Tiger%27_taking_the_%27Schakerloo%27_in_the_harbour_of_Cadiz%2C_23_February_1674.jpg/300px-HMS_%27Tiger%27_taking_the_%27Schakerloo%27_in_the_harbour_of_Cadiz%2C_23_February_1674.jpg,HMS Tyger taking the Dutch ship Shackerloo in Cadiz harbour in 1674,//upload.wikimedia.org/wikipedia/commons/thumb/4/46/A_memorial_to_Captain_William_Berkeley_-_Bruton_-_geograph.org.uk_-_1171908.jpg/220px-A_memorial_to_Captain_William_Berkeley_-_Bruton_-_geograph.org.uk_-_1171908.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/c/c6/The_%27Fairfax%27%2C_%27Assurance%27%2C_%27Tiger%27_and_%27Elizabeth%27_RMG_BHC3334.jpg/220px-The_%27Fairfax%27%2C_%27Assurance%27%2C_%27Tiger%27_and_%27Elizabeth%27_RMG_BHC3334.jpg,"Monument to William Berkeley in theChurch of St Mary, Bruton, Somerset. He was captain of HMSTygerin 1733 when he died and was buried at sea","TheFairfax(at the forefront), withElizabethastern of her, andAssuranceor 'Tiger' to their left, a painting attributed toIsaac Sailmaker. A ship is missing as part of the picture has been lost.",Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSTyger,448,, 44 guns of various weights of shot," Peter Pett I, Woolwich",1647, 123\xa0ft 8\xa0in (37.7\xa0m) (gundeck), Sails,," Wrecked, 1742", 44-gun fourth rateship of the line, Full-rigged ship,,,,,,,,,,, 32\xa0ft 10\xa0in (10.0\xa0m),, 13\xa0ft 6\xa0in (4.1\xa0m),,,,,,,,,,,,,,Fourth Rate
1650,1650,HMS Revenge (1654),,,//upload.wikimedia.org/wikipedia/commons/thumb/4/46/Wenceslas_Hollar_-_Naval_battle_at_Bugia.jpg/220px-Wenceslas_Hollar_-_Naval_battle_at_Bugia.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Willem_van_de_Velde_the_Younger_%281633-1707%29_-_The_Attack_on_Shipping_in_Bugia%2C_18_May_1671_%28I%29_-_RCIN_405972_-_Royal_Collection.jpg/220px-Willem_van_de_Velde_the_Younger_%281633-1707%29_-_The_Attack_on_Shipping_in_Bugia%2C_18_May_1671_%28I%29_-_RCIN_405972_-_Royal_Collection.jpg,"Revengeat the battle ofBugia, 8 May 1671","Attack on Shipping in Bugia, 8 May 1671",England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, Newbury,766,, 52 guns (at launch); 62 guns (1677)," Graves, Limehouse",1654, 117\xa0ft 6\xa0in (35.8\xa0m) (keel), Sails,," Condemned, 1678", Speaker-classfrigate, Full-rigged ship,, First Battle of Newbury,,,,,,,,, 35\xa0ft (10.7\xa0m),, 14\xa0ft 5\xa0in (4.4\xa0m),," HMSRevenge, 1660",,,,,,,,,,,,Frigate
1650,1650,HMS Royal Charles (1655),//upload.wikimedia.org/wikipedia/commons/thumb/8/82/Jeronymus_van_Diest_%28II%29_-_Het_opbrengen_van_het_Engelse_admiraalschip_de_%27Royal_Charles%27.jpg/300px-Jeronymus_van_Diest_%28II%29_-_Het_opbrengen_van_het_Engelse_admiraalschip_de_%27Royal_Charles%27.jpg,"Royal Charles off Hellevoetsluis, captured by the Dutch after the Raid on the Medway, June 1667. Jeronymus van Diest (II).",//upload.wikimedia.org/wikipedia/commons/thumb/4/49/Dutch_Attack_on_the_Medway%2C_June_1667_van_Soest_RMG_BHC0295.jpg/220px-Dutch_Attack_on_the_Medway%2C_June_1667_van_Soest_RMG_BHC0295.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/4/45/Spiegelversiering_van_de_Royal_Charles%2C_NG-MC-239.jpg/220px-Spiegelversiering_van_de_Royal_Charles%2C_NG-MC-239.jpg,"The paintingDutch attack on the Medway, June 1667byPieter Cornelisz van Soest, painted c. 1667 shows the capturedRoyal Charles, right of centre",The stern piece preserved at Amsterdam,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, Naseby," 1129 (bm)  on completion, later increased to 125817⁄94bm", 500 - later raised to 550 then 650, 80 guns of various weights of shot," Peter Pett II,Woolwich Dockyard", 12 April 1655, 131\xa0ft (39.9\xa0m) (keel),,," Sold for scrap, 1673 (by Dutch navy)", 80-gunfirst-rateship of the line, Full-rigged ship,,,,,,," 12 June 1667, by the Dutch",,,," 42\xa0ft 0\xa0in (12.8\xa0m) on completion, later increased to 42\xa0ft 6\xa0in (13.0\xa0m)",, 18\xa0ft (5.5\xa0m), 3 July 1654," Royal Charles, 23 May 1660",,,,,,,,,,,,First Rate
1660,1660,Dutch ship De Zeven Provinciën (1665),//upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Storck%2C_Four_Days_Battle.jpg/300px-Storck%2C_Four_Days_Battle.jpg,Four Days' Battle with the Zeven Provinciën in the foreground.,//upload.wikimedia.org/wikipedia/commons/thumb/5/50/De_krijgsraad_aan_boord_van_de_%27De_Zeven_Provinci%C3%ABn%27%2C_het_admiraalschip_van_Michiel_Adriaensz_de_Ruyter%2C_10_juni_1666_%28Willem_van_de_Velde_I%2C_1693%29.jpg/220px-De_krijgsraad_aan_boord_van_de_%27De_Zeven_Provinci%C3%ABn%27%2C_het_admiraalschip_van_Michiel_Adriaensz_de_Ruyter%2C_10_juni_1666_%28Willem_van_de_Velde_I%2C_1693%29.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/7/72/Model_Zeven_Provincien.jpg/220px-Model_Zeven_Provincien.jpg,"The Council of War on board 'De Zeven Provinciën', 10 June 1666, byWillem van de Velde the Elder.","Model (scale 1:87) ofDe Zeven Provinciën, built by Herbert Tomesen for the Bataviawerf in the Netherlands",Dutch Republic,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Statenvlag.svg/42px-Statenvlag.svg.png,,,, De Zeven Provinciën,,," 80 guns (later 76 guns):Gundeck: 12 × 36-pounders, 16 × 24-pounders (later 28 × 36-pounders)Upper gundeck: 14 × 18-pounders, 12 × 12-poundersQuarterdeck, Forecastle & Poop deck: 26 × 6-pounders"," Salomon Janszoon van den Tempel,Rotterdam",, 151 ft (c. 46 m) (gundeck), Sails,, Broken up in 1694, 80-gunship of the line, Full-rigged ship,,,,,,,,,,, 40 ft (c. 12 m),, 15 ft (c. 4.7 m),,,,,,,,,,,,,,Ship of the line
1660,1660,HMS Charles (1668),//upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Portrait_of_the_English_ship_%27Charles%27_RMG_PT2300.jpg/300px-Portrait_of_the_English_ship_%27Charles%27_RMG_PT2300.jpg,"Portrait of the English ship Charles, circa 1776 by Willem van de Velde the Elder",//upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Plan_of_the_attack_against_Basseterre_on_the_island_of_Guadeloupe_by_a_squadron_of_his_Majesty%27s_ships_of_war_commanded_by_Commodore_Moore_on_ye_22d_Jan._1759_-_also_the_incampments_of_the_British_%2817727584474%29.jpg/220px-thumbnail.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/1/19/The_beakhead_bulkhead_of_the_English_second-rate_%27Charles%27%2C_1668_RMG_PV5276.jpg/220px-The_beakhead_bulkhead_of_the_English_second-rate_%27Charles%27%2C_1668_RMG_PV5276.jpg,"Plan of the attack againstBasseterre,Guadeloupeby a squadron of Royal Navy ships of war commanded byCommodore Mooreon 22 January 1759 - also the encampments of the British. ShowsSt George","A drawing of thebeakheadbulkheadof the English second-rateCharles, circa 1676 by van de Velde the Elder",Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSCharles, 1229bm,, 90 guns of various weights of shot," Christopher Pett and Jonas Shish, Deptford Dockyard", 10 March 1668, 128\xa0ft (39\xa0m) (keel),,," Broken up, 1774", 96-gunfirst-rateship of the line, Full-rigged ship,,,,,,,,,,, 42\xa0ft 6\xa0in (12.95\xa0m),, 18\xa0ft 6\xa0in (5.64\xa0m),," HMSSt George, 1687",,,,,,,,,,,,First Rate
1660,1660,HMS Merlin (1666),,,//upload.wikimedia.org/wikipedia/commons/thumb/f/f8/HMS_Prince_and_HMS_Merlin_1682.jpg/220px-HMS_Prince_and_HMS_Merlin_1682.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Dorothy%2C_Lady_Temple_by_Gaspar_Netscher.jpg/150px-Dorothy%2C_Lady_Temple_by_Gaspar_Netscher.jpg,"An English threedecker, probably the Prince,  approached by a Royal Yacht, probably Merlin. Willem van der Velde",Dorothy Temple,England,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/English_Red_Ensign_1620.svg/46px-English_Red_Ensign_1620.svg.png,,,, HMSMerlin, 109 (bm),, 8 guns," Shish,Rotherhithe",1666,,,, Sold 30 August 1698, 8-gun yacht,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yacht
1660,1660,HMS St Michael (1669),//upload.wikimedia.org/wikipedia/commons/thumb/d/d2/HMS_Marlborough_apres_bataille_de_Toulon_1744_anonyme.jpeg/300px-HMS_Marlborough_apres_bataille_de_Toulon_1744_anonyme.jpeg,Marlborough after the Battle of Toulon (1744),//upload.wikimedia.org/wikipedia/commons/thumb/8/82/Marlbrough_74_Guns_commanded_by_Sir_John_Bentley_1744_RMG_PU8494.jpg/220px-Marlbrough_74_Guns_commanded_by_Sir_John_Bentley_1744_RMG_PU8494.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Perspective_view_of_the_order_of_sailing_and_conducting_his_majesty%27s_ships_of_war_and_transports..._LCCN2003670602.jpg/220px-Perspective_view_of_the_order_of_sailing_and_conducting_his_majesty%27s_ships_of_war_and_transports..._LCCN2003670602.jpg,"Marlbrough, 74 Guns commanded by Sir John Bentley 1744, sketched by his clerk, John Hood","Marlboroughshown here as a member SirGeorge Pocock'sBlue Squadron, circa 1762",Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSSt Michael, 1579bm,, 90 guns of various weights of shot," Tippetts, Portsmouth Dockyard",1669, 125\xa0ft (38\xa0m) (keel), Sails,," Wrecked, 29 November 1762", 90-gunsecond rateship of the line, Full-rigged ship,,,,,,,,,,, 40\xa0ft8+1⁄2in (12.408\xa0m),, 17\xa0ft 5\xa0in (5.31\xa0m),," HMSMarlborough, 1706",,,,,,,,,,,,Second Rate
